2.007011800000000000e+07 4.000000000000000000e+00 3.000000000000000000e+00 2.600000000000000000e+01 1.530000000000000027e+00 4.989999999999999991e-01 4.060000000000000275e-01 0.000000000000000000e+00 1.009400459456064603e-01 9.931008390771051131e-02
2.007011900000000000e+07 4.000000000000000000e+00 2.000000000000000000e+00 2.400000000000000000e+01 1.659999999999999920e+00 5.420000000000000373e-01 4.410000000000000031e-01 0.000000000000000000e+00 1.116391265198275473e-01 9.461429154972700317e-02
2.007021500000000000e+07 3.000000000000000000e+00 4.700000000000000000e+01 1.700000000000000000e+01 1.229999999999999982e+00 4.109999999999999765e-01 3.350000000000000200e-01 0.000000000000000000e+00 1.051440547278659765e-01 9.834583211441455530e-02
2.007021600000000000e+07 3.000000000000000000e+00 5.100000000000000000e+01 1.200000000000000000e+01 1.679999999999999938e+00 5.610000000000000542e-01 4.570000000000000173e-01 0.000000000000000000e+00 9.973434007721648786e-02 1.066305133318575793e-01
2.007050300000000000e+07 1.600000000000000000e+01 5.500000000000000000e+01 7.100000000000000000e+01 1.969999999999999973e+00 6.350000000000000089e-01 5.180000000000000160e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.007052500000000000e+07 1.400000000000000000e+01 4.300000000000000000e+01 5.400000000000000000e+01 2.149999999999999911e+00 6.780000000000000471e-01 5.470000000000000417e-01 1.089999999999999997e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.007070300000000000e+07 1.500000000000000000e+01 5.400000000000000000e+01 9.100000000000000000e+01 1.979999999999999982e+00 5.829999999999999627e-01 4.729999999999999760e-01 8.699999999999999400e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.007070400000000000e+07 1.600000000000000000e+01 4.900000000000000000e+01 9.700000000000000000e+01 1.830000000000000071e+00 5.390000000000000346e-01 4.369999999999999996e-01 1.059999999999999970e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.007071400000000000e+07 1.200000000000000000e+01 4.600000000000000000e+01 3.900000000000000000e+01 2.310000000000000053e+00 6.730000000000000426e-01 5.440000000000000391e-01 1.079999999999999988e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.007071700000000000e+07 1.300000000000000000e+01 9.000000000000000000e+00 5.100000000000000000e+01 2.270000000000000018e+00 6.540000000000000258e-01 5.320000000000000284e-01 9.600000000000000200e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.007100100000000000e+07 1.000000000000000000e+01 2.800000000000000000e+01 4.600000000000000000e+01 1.699999999999999956e+00 4.739999999999999769e-01 3.860000000000000098e-01 2.179999999999999993e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.007101300000000000e+07 7.000000000000000000e+00 5.400000000000000000e+01 2.000000000000000000e+01 2.029999999999999805e+00 5.729999999999999538e-01 4.650000000000000244e-01 4.700000000000000011e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.007111000000000000e+07 5.000000000000000000e+00 3.600000000000000000e+01 9.000000000000000000e+00 1.659999999999999920e+00 4.839999999999999858e-01 3.940000000000000169e-01 4.200000000000000261e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.007111100000000000e+07 5.000000000000000000e+00 4.000000000000000000e+01 9.000000000000000000e+00 1.370000000000000107e+00 4.040000000000000258e-01 3.260000000000000120e-01 1.079999999999999988e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.007112300000000000e+07 5.000000000000000000e+00 3.800000000000000000e+01 1.300000000000000000e+01 1.709999999999999964e+00 5.090000000000000080e-01 4.149999999999999800e-01 6.800000000000000488e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.007112600000000000e+07 7.000000000000000000e+00 2.000000000000000000e+01 2.200000000000000000e+01 1.929999999999999938e+00 5.809999999999999609e-01 4.709999999999999742e-01 4.599999999999999922e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.007121800000000000e+07 4.000000000000000000e+00 4.300000000000000000e+01 8.000000000000000000e+00 1.669999999999999929e+00 5.200000000000000178e-01 4.219999999999999862e-01 2.510000000000000009e-01 9.789846206296570763e-02 9.899699199001699146e-02
2.007121900000000000e+07 4.000000000000000000e+00 3.100000000000000000e+01 6.000000000000000000e+00 1.560000000000000053e+00 4.859999999999999876e-01 3.950000000000000178e-01 6.500000000000000222e-02 1.069399468742041615e-01 9.370663288227581988e-02
2.008050600000000000e+07 1.700000000000000000e+01 5.600000000000000000e+01 7.400000000000000000e+01 1.719999999999999973e+00 5.550000000000000488e-01 4.520000000000000129e-01 1.409999999999999865e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.008050800000000000e+07 1.700000000000000000e+01 1.300000000000000000e+01 3.800000000000000000e+01 1.530000000000000027e+00 4.939999999999999947e-01 4.010000000000000231e-01 6.099999999999999867e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.008060600000000000e+07 1.300000000000000000e+01 1.800000000000000000e+01 3.600000000000000000e+01 1.959999999999999964e+00 6.039999999999999813e-01 4.919999999999999929e-01 1.010000000000000064e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.008062500000000000e+07 1.600000000000000000e+01 4.400000000000000000e+01 6.700000000000000000e+01 1.919999999999999929e+00 5.779999999999999583e-01 4.670000000000000262e-01 2.210000000000000020e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.008070100000000000e+07 1.600000000000000000e+01 3.000000000000000000e+00 7.000000000000000000e+01 2.129999999999999893e+00 6.340000000000000080e-01 5.130000000000000115e-01 1.170000000000000068e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.008070200000000000e+07 1.800000000000000000e+01 4.000000000000000000e+01 7.200000000000000000e+01 1.719999999999999973e+00 5.120000000000000107e-01 4.139999999999999791e-01 1.170000000000000068e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.008070700000000000e+07 1.800000000000000000e+01 2.200000000000000000e+01 8.500000000000000000e+01 2.169999999999999929e+00 6.390000000000000124e-01 5.180000000000000160e-01 6.099999999999999867e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.008071100000000000e+07 1.700000000000000000e+01 5.100000000000000000e+01 5.400000000000000000e+01 1.679999999999999938e+00 4.899999999999999911e-01 3.990000000000000213e-01 4.700000000000000011e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.008071400000000000e+07 1.500000000000000000e+01 3.000000000000000000e+00 5.700000000000000000e+01 2.040000000000000036e+00 5.939999999999999725e-01 4.819999999999999840e-01 4.000000000000000083e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.008071800000000000e+07 1.500000000000000000e+01 3.400000000000000000e+01 6.000000000000000000e+01 2.089999999999999858e+00 6.019999999999999796e-01 4.899999999999999911e-01 8.699999999999999400e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.008071900000000000e+07 1.500000000000000000e+01 3.000000000000000000e+01 4.400000000000000000e+01 1.649999999999999911e+00 4.759999999999999787e-01 3.870000000000000107e-01 1.069999999999999979e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.008072000000000000e+07 1.300000000000000000e+01 3.600000000000000000e+01 8.300000000000000000e+01 2.169999999999999929e+00 6.250000000000000000e-01 5.080000000000000071e-01 1.160000000000000059e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.008072100000000000e+07 1.300000000000000000e+01 5.200000000000000000e+01 6.800000000000000000e+01 2.069999999999999840e+00 5.969999999999999751e-01 4.839999999999999858e-01 8.799999999999999489e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.008072500000000000e+07 1.700000000000000000e+01 2.600000000000000000e+01 7.100000000000000000e+01 2.100000000000000089e+00 6.049999999999999822e-01 4.889999999999999902e-01 5.000000000000000278e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.008072600000000000e+07 1.300000000000000000e+01 2.100000000000000000e+01 5.200000000000000000e+01 2.080000000000000071e+00 5.929999999999999716e-01 4.829999999999999849e-01 1.110000000000000014e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.008080200000000000e+07 1.700000000000000000e+01 9.000000000000000000e+00 8.300000000000000000e+01 1.909999999999999920e+00 5.450000000000000400e-01 4.400000000000000022e-01 7.799999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.008080300000000000e+07 1.700000000000000000e+01 1.800000000000000000e+01 8.200000000000000000e+01 2.040000000000000036e+00 5.819999999999999618e-01 4.699999999999999734e-01 1.219999999999999973e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.008080400000000000e+07 1.300000000000000000e+01 0.000000000000000000e+00 4.000000000000000000e+01 1.770000000000000018e+00 4.989999999999999991e-01 4.069999999999999729e-01 1.370000000000000107e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.008080800000000000e+07 1.300000000000000000e+01 9.000000000000000000e+00 6.000000000000000000e+01 2.339999999999999858e+00 6.600000000000000311e-01 5.360000000000000320e-01 8.999999999999999667e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.008081500000000000e+07 1.400000000000000000e+01 1.200000000000000000e+01 1.140000000000000000e+02 2.160000000000000142e+00 6.089999999999999858e-01 4.919999999999999929e-01 1.229999999999999982e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.008081600000000000e+07 1.200000000000000000e+01 2.200000000000000000e+01 6.700000000000000000e+01 1.689999999999999947e+00 4.719999999999999751e-01 3.850000000000000089e-01 1.239999999999999991e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.008090400000000000e+07 1.200000000000000000e+01 3.000000000000000000e+00 3.900000000000000000e+01 2.200000000000000178e+00 6.139999999999999902e-01 4.959999999999999964e-01 1.519999999999999962e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.008091000000000000e+07 7.000000000000000000e+00 5.200000000000000000e+01 3.000000000000000000e+01 2.299999999999999822e+00 6.420000000000000151e-01 5.180000000000000160e-01 3.500000000000000333e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.008091100000000000e+07 9.000000000000000000e+00 2.000000000000000000e+00 3.100000000000000000e+01 1.739999999999999991e+00 4.849999999999999867e-01 3.920000000000000151e-01 4.399999999999999745e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.008101700000000000e+07 4.000000000000000000e+00 4.400000000000000000e+01 1.500000000000000000e+01 1.520000000000000018e+00 4.289999999999999925e-01 3.489999999999999769e-01 1.270000000000000018e-01 1.085016214954854230e-01 9.697657953553523447e-02
