2.006120100000000000e+07 1.000000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.007011300000000000e+07 2.000000000000000000e+01 2.100000000000000000e+01 1.110000000000000000e+02 4.469999999999999751e+00 3.820000000000000062e-01 3.130000000000000004e-01 2.009999999999999787e+00 0.000000000000000000e+00 9.688991369646515750e-02 1.036446008402603924e-01
2.007011400000000000e+07 1.900000000000000000e+01 5.200000000000000000e+01 8.400000000000000000e+01 3.450000000000000178e+00 2.949999999999999845e-01 2.419999999999999929e-01 2.009999999999999787e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.007011400000000000e+07 1.900000000000000000e+01 5.800000000000000000e+01 8.500000000000000000e+01 3.620000000000000107e+00 3.089999999999999969e-01 2.510000000000000009e-01 2.009999999999999787e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.007011500000000000e+07 1.900000000000000000e+01 4.900000000000000000e+01 8.400000000000000000e+01 5.480000000000000426e+00 4.640000000000000235e-01 3.780000000000000027e-01 2.020000000000000018e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.007011500000000000e+07 2.000000000000000000e+01 3.000000000000000000e+00 8.500000000000000000e+01 4.469999999999999751e+00 3.780000000000000027e-01 3.079999999999999960e-01 2.020000000000000018e+00 0.000000000000000000e+00 1.057860426402147946e-01 9.924772958798999678e-02
2.007012000000000000e+07 1.900000000000000000e+01 3.800000000000000000e+01 9.100000000000000000e+01 6.120000000000000107e+00 5.070000000000000062e-01 4.129999999999999782e-01 2.040000000000000036e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.007012000000000000e+07 2.000000000000000000e+01 4.000000000000000000e+00 9.200000000000000000e+01 5.660000000000000142e+00 4.689999999999999725e-01 3.820000000000000062e-01 2.040000000000000036e+00 0.000000000000000000e+00 1.010450070550344970e-01 9.162983509899086387e-02
2.007012000000000000e+07 2.000000000000000000e+01 2.000000000000000000e+01 9.300000000000000000e+01 5.049999999999999822e+00 4.179999999999999827e-01 3.400000000000000244e-01 2.040000000000000036e+00 0.000000000000000000e+00 1.055797847290675384e-01 9.138977640011836101e-02
2.007012100000000000e+07 1.800000000000000000e+01 3.500000000000000000e+01 9.400000000000000000e+01 6.009999999999999787e+00 4.969999999999999973e-01 4.030000000000000249e-01 2.040000000000000036e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.007012100000000000e+07 1.900000000000000000e+01 0.000000000000000000e+00 9.500000000000000000e+01 5.280000000000000249e+00 4.369999999999999996e-01 3.539999999999999813e-01 2.040000000000000036e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.007012100000000000e+07 1.900000000000000000e+01 4.300000000000000000e+01 1.000000000000000000e+02 5.440000000000000391e+00 4.500000000000000111e-01 3.649999999999999911e-01 2.040000000000000036e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.007040400000000000e+07 1.600000000000000000e+01 4.900000000000000000e+01 1.070000000000000000e+02 1.001999999999999957e+01 5.689999999999999503e-01 4.620000000000000218e-01 2.450000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.007040500000000000e+07 1.600000000000000000e+01 5.400000000000000000e+01 6.900000000000000000e+01 1.013000000000000078e+01 5.699999999999999512e-01 4.650000000000000244e-01 2.459999999999999964e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.007041200000000000e+07 1.700000000000000000e+01 3.600000000000000000e+01 8.400000000000000000e+01 9.980000000000000426e+00 5.400000000000000355e-01 4.410000000000000031e-01 2.509999999999999787e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.007041300000000000e+07 1.600000000000000000e+01 5.100000000000000000e+01 6.200000000000000000e+01 2.890000000000000124e+00 1.559999999999999998e-01 1.270000000000000018e-01 2.509999999999999787e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.007041400000000000e+07 1.700000000000000000e+01 2.100000000000000000e+01 7.100000000000000000e+01 9.859999999999999432e+00 5.300000000000000266e-01 4.309999999999999942e-01 2.520000000000000018e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.007041500000000000e+07 1.700000000000000000e+01 3.900000000000000000e+01 8.400000000000000000e+01 1.073000000000000043e+01 5.719999999999999529e-01 4.670000000000000262e-01 2.529999999999999805e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.007041600000000000e+07 1.700000000000000000e+01 4.300000000000000000e+01 9.100000000000000000e+01 1.061999999999999922e+01 5.659999999999999476e-01 4.600000000000000200e-01 2.529999999999999805e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
