2.007040300000000000e+07 1.400000000000000000e+01 9.000000000000000000e+00 1.030000000000000000e+02 1.044000000000000057e+02 6.740000000000000435e-01 5.490000000000000435e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.007052700000000000e+07 8.000000000000000000e+00 2.000000000000000000e+01 1.700000000000000000e+01 1.129000000000000057e+02 7.269999999999999796e-01 5.909999999999999698e-01 5.999999999999999778e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.007052800000000000e+07 8.000000000000000000e+00 1.900000000000000000e+01 1.800000000000000000e+01 1.120999999999999943e+02 7.219999999999999751e-01 5.869999999999999662e-01 8.000000000000000167e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.007071500000000000e+07 6.000000000000000000e+00 1.100000000000000000e+01 2.900000000000000000e+01 9.940000000000000568e+01 6.400000000000000133e-01 5.210000000000000187e-01 1.469999999999999918e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.007071700000000000e+07 6.000000000000000000e+00 1.700000000000000000e+01 1.100000000000000000e+01 1.052000000000000028e+02 6.780000000000000471e-01 5.510000000000000453e-01 1.390000000000000124e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.007091800000000000e+07 5.000000000000000000e+00 2.400000000000000000e+01 8.000000000000000000e+00 9.629999999999999716e+01 6.270000000000000018e-01 5.100000000000000089e-01 1.170000000000000068e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.007091800000000000e+07 5.000000000000000000e+00 2.600000000000000000e+01 9.000000000000000000e+00 1.017000000000000028e+02 6.620000000000000329e-01 5.390000000000000346e-01 1.199999999999999956e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.007091900000000000e+07 4.000000000000000000e+00 5.700000000000000000e+01 9.000000000000000000e+00 1.005999999999999943e+02 6.550000000000000266e-01 5.330000000000000293e-01 9.900000000000000466e-02 1.068397152825457663e-01 1.060690683341694029e-01
2.007092000000000000e+07 4.000000000000000000e+00 3.200000000000000000e+01 9.000000000000000000e+00 9.550000000000000000e+01 6.219999999999999973e-01 5.060000000000000053e-01 7.499999999999999722e-02 1.111519152394577770e-01 9.774418424670539007e-02
2.007093000000000000e+07 5.000000000000000000e+00 4.100000000000000000e+01 1.300000000000000000e+01 6.809999999999999432e+01 4.450000000000000067e-01 3.619999999999999885e-01 3.380000000000000226e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.012060300000000000e+07 2.200000000000000000e+01 4.800000000000000000e+01 2.300000000000000000e+01 8.240000000000000568e+01 5.450000000000000400e-01 4.430000000000000049e-01 7.000000000000000666e-02 1.053159525806489638e-01 1.075585542295836028e-01
2.012060300000000000e+07 2.200000000000000000e+01 5.200000000000000000e+01 2.400000000000000000e+01 7.929999999999999716e+01 5.240000000000000213e-01 4.259999999999999898e-01 6.500000000000000222e-02 1.033837117884784940e-01 1.088494629501458588e-01
2.012060900000000000e+07 2.100000000000000000e+01 3.400000000000000000e+01 4.900000000000000000e+01 8.420000000000000284e+01 5.560000000000000497e-01 4.520000000000000129e-01 6.300000000000000044e-02 1.051798104982881732e-01 1.007772794712500364e-01
2.012060900000000000e+07 2.100000000000000000e+01 4.700000000000000000e+01 5.000000000000000000e+01 8.379999999999999716e+01 5.530000000000000471e-01 4.500000000000000111e-01 6.099999999999999867e-02 9.523807445903131885e-02 9.965062278667591311e-02
2.013102800000000000e+07 1.200000000000000000e+01 5.700000000000000000e+01 2.200000000000000000e+01 1.004000000000000057e+02 6.480000000000000204e-01 5.270000000000000240e-01 1.069999999999999979e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.013102900000000000e+07 1.200000000000000000e+01 4.000000000000000000e+00 2.600000000000000000e+01 1.034000000000000057e+02 6.680000000000000382e-01 5.430000000000000382e-01 8.999999999999999667e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.015032500000000000e+07 6.000000000000000000e+00 4.200000000000000000e+01 2.500000000000000000e+01 9.679999999999999716e+01 6.239999999999999991e-01 5.080000000000000071e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.015032900000000000e+07 8.000000000000000000e+00 3.800000000000000000e+01 3.500000000000000000e+01 1.022999999999999972e+02 6.600000000000000311e-01 5.370000000000000329e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.015040400000000000e+07 8.000000000000000000e+00 2.500000000000000000e+01 3.600000000000000000e+01 9.670000000000000284e+01 6.239999999999999991e-01 5.080000000000000071e-01 1.749999999999999889e-01 0.000000000000000000e+00 0.000000000000000000e+00
